adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/rmNlWyez5cniGtXkgixG1ezdqVk.jpg,"[28, 53]",1093995,en,Chief of Station,"After learning that the death of his wife was not an accident, a former CIA Station Chief is forced back into the espionage underworld, teaming up with an adversary to unravel a conspiracy that challenges everything he thought he knew.",3.854,/3SDHU1P6rpTJBlmKcm5aIkFHTGJ.jpg,2024-05-02,Chief of Station,False,6.254,175
False,/hJPotpDw4p6vFgnyuQnQGMlRWp6.jpg,[35],1000603,fr,Les Petites Victoires,"Between her roles as mayor and teacher in the small village of Kerguen, Alice's days are very full. When an unexpected new student, 60-year-old Emile, finally decides to learn to read and write, her daily life threatens to become unmanageable. Especially since Alice will also have to save her village and her school...",3.854,/7abkBKQ65ktmLus53D8d9BVEDvp.jpg,2023-03-01,The Small Victories,False,6.77,135
False,/uUoJYNgseIEPRcfVTLxXzcZLu39.jpg,"[53, 18]",925714,fr,La Syndicaliste,"The true story of Maureen Kearney, the head union representative of a French multinational nuclear powerhouse. She became a whistleblower, denouncing top-secret deals that shook the French nuclear sector. Alone against the world, she fought government ministers and industry leaders, tooth and nail to bring the scandal to light and to defend more than 50,000 jobs.. Her life was turned upside down when she was violently assaulted in her own home... The investigation is carried out under pressure: the subject is sensitive. Suddenly, new elements create doubt in the minds of the investigators. At first a victim, Maureen becomes a suspect.",3.854,/ppx4Njse3xKDDAylXH5EryaJfa.jpg,2023-03-01,La Syndicaliste,False,6.798,136
False,/i2GVEvltEu3BXn5crBSxgKuTaca.jpg,"[27, 53]",614479,en,Insidious: The Red Door,"To put their demons to rest once and for all, Josh Lambert and a college-aged Dalton Lambert must go deeper into The Further than ever before, facing their family's dark past and a host of new and more horrifying terrors that lurk behind the red door.",3.854,/d07phJqCx6z5wILDYqkyraorDPi.jpg,2023-07-05,Insidious: The Red Door,False,6.573,1737
False,/ipy6YEHhqwsEsLX61i6aidaPNOl.jpg,[80],844417,en,Marlowe,Private detective Philip Marlowe becomes embroiled in an investigation involving a wealthy Californian family after a beautiful blonde hires him to track down her former lover.,3.853,/vjAMj81oYBryzGBhJk4gcK0M636.jpg,2023-02-15,Marlowe,False,5.731,381
False,/4t8IXJF4umwCfbdpeKLvlN3zkKp.jpg,"[10749, 18]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",3.852,/oeDNBgnlGF6rnyX1P1K8Vl2f3lW.jpg,2024-10-10,We Live in Time,False,7.365,712
False,/1fYIvYIwAWID27ZsmpOzAcEDOCv.jpg,"[53, 27, 80, 9648]",1084863,fr,Le Mangeur d'âmes,"When the disappearance of children and bloody murders multiply in a small mountain village, an old legend shrouded in sulphur reappears... Commander Guardiano and Captain of the Gendarmerie De Rolan are forced to join forces to uncover the truth.",3.852,/8XsQVmGQukwIVDM88Aa0C7L5hCp.jpg,2024-04-24,The Soul Eater,False,6.1,150
False,/zYThYpCSBEyEuPAgBLGJhFz58lS.jpg,"[35, 18]",958335,fr,Les Cyclades,"As teenagers, Blandine and Magalie were inseparable. Years passed and they lost sight of each other. As their paths cross again, they decide to take the trip together that they have always dreamed of. Direction Greece, its sun, its islands but also its galleys because the two former best friends now have a very different approach to holidays... and to life!",3.852,/t974TGJkpoWO8mQaB574pcZFL5i.jpg,2023-01-11,Two Tickets to Greece,False,5.986,105
False,/tpiqEVTLRz2Mq7eLq5DT8jSrp71.jpg,"[878, 28]",934632,en,Rebel Moon - Part Two: The Scargiver,"The rebels gear up for battle against the ruthless forces of the Motherworld as unbreakable bonds are forged, heroes emerge — and legends are made.",3.852,/95gnJZIk2rEkMO0Ch46x5CVjnms.jpg,2024-04-19,Rebel Moon - Part Two: The Scargiver,False,6.095,1246
False,/sNnPbPopZxGO3s7Hd5qcqoMyLXl.jpg,"[28, 53, 35, 12]",739405,en,Operation Fortune: Ruse de Guerre,Special agent Orson Fortune and his team of operatives recruit one of Hollywood's biggest movie stars to help them on an undercover mission when the sale of a deadly new weapons technology threatens to disrupt the world order.,3.852,/uo7vWfQUlVwueYTDRicXOJa8Oow.jpg,2023-01-04,Operation Fortune: Ruse de Guerre,False,6.485,1627
False,/a35QCr4ajEOjxd57KZybNzDP7L2.jpg,"[80, 18, 9648]",592,en,The Conversation,"A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.",3.852,/dHqVBwcv1SGymOpUueRoKzcmdes.jpg,1974-04-07,The Conversation,False,7.5,1809
False,/vGTX1IZ6TELGBrnOujN5kIwJk8v.jpg,[35],926516,fr,Plancha,"To celebrate Yves’ 50th birthday, his friends plan to take him to the sunny paradise of Paros in Greece. But due to a cancelled flight, the holiday will take place in a far less glamorous and much rainier destination: Yves’ family home in Brittany. During the vacation, their bonds are challenged by Antoine’s constant complaining, Yves’ pride, Baptiste’s superstition and Laurent’s jealousy of Jean-Mich’s perfect life and family. On top of that, Antoine’s supposedly harmless joke – offering Yves a DNA ancestry test – has unforeseen consequences…",3.85,/eGLD97c0Alof6Y4sHkeYsyELxzA.jpg,2022-10-26,Happy 50,False,5.303,142
False,/y87PWLrQYWkIiDLlgp5hAC6U4Px.jpg,[18],1071806,th,คนหิว เกมกระหาย,A talented young street-food cook pushes herself to the limit after accepting an invitation to train under an infamous and ruthless chef.,3.849,/rNYHsKHFP3AY2PIDZgz3AuY7QoC.jpg,2023-04-04,Hunger,False,7.281,424
False,/hHwWcz2tcZXbGekTjAEd5xKbHd4.jpg,"[53, 18]",884971,fr,Goliath,Patrick is a tenacious lawyer specializing in environmental law. France is a schoolteacher who becomes an activist after her husband develops cancer from exposure to a pesticide. Mathias is an ambitious lobbyist working for an international chemical corporation. The paths of these characters collide as the lives of thousands are affected by a tragic act that sparks a powerful movement while the corporation fights to prevent the truth from being revealed.,3.849,/qjoOtXctgy2TeonJ66STfukizTN.jpg,2022-03-09,Goliath,False,6.839,364
False,/vZ8sy9K4oT2Kmp5xNSmgCMRYC8g.jpg,"[36, 18]",785980,fr,Couleurs de l'incendie,"February 1927. The funeral of Marcel Péricourt, the most powerful banker in Paris. His daughter Madeleine must take the helm of the financial empire of which she is the heiress. But she has a son, Paul, who with an unexpected and tragic gesture will place her on the path to ruin.",3.849,/fiAymbgADFKnJMu1NSJhLOvb4SM.jpg,2022-11-09,The Colors of Fire,False,6.821,156
False,/aVlBErsn8N3vdQPPSBtZFx8Wg05.jpg,"[35, 10749, 10751]",611359,hi,तू झूठी मैं मक्कार,"To earn extra cash, Mickey helps couples break up — but life gets complicated when he falls for Tinni, a career woman with an independent streak.",3.849,/zHLtNP4KP0GMi6p1ACf2QvVnBvI.jpg,2023-03-08,Tu Jhoothi Main Makkaar,False,6.33,182
False,/nxZDr6UZIhgYJev4yUzWTPZXQ3G.jpg,"[18, 36]",1101448,en,Unstoppable,"With the unwavering love and support of his devoted mother Judy and the encouragement of his coaches, Anthony Robles fights through adversity to earn a spot on the Arizona State Wrestling team. But it will demand everything he has, physically and mentally, to achieve his ultimate quest to become an NCAA Champion.",3.848,/xanYKxuFkDPrMngvm1NSHVGOEjS.jpg,2024-12-06,Unstoppable,False,4.8,134
False,/ugnzz1A9mjJUgnFwVqEUsUNt7t6.jpg,"[10749, 35]",1005681,es,Pared con pared,Valentina is a young pianist starting over. Her neighbor David is an inventor who hates noise. And a paper-thin wall is about to become their matchmaker.,3.848,/zvrkAXaFFPpJCFcus18qlsGfOrz.jpg,2024-04-11,"Love, Divided",False,6.622,230
False,/trG2UvJajnAVpVyX1beqkf7ww5P.jpg,[35],928217,fr,Jumeaux mais pas trop,"Grégoire Beaulieu learns that he has a twin brother: Anthony Girard. Gregoire is bourgeois, ambitious and promised to a great career, Anthony has no prospect and lives of shenanigans. The two brothers couldn’t be more opposite. Especially when one is white and the other is black !",3.848,/xIRF6tXBhOGfbhNreRW7vtV1Wxk.jpg,2022-09-28,Two Of A Kind,False,5.833,144
False,/hJN3ZaueIDWFO5FfxoXdiP6Y4oH.jpg,"[18, 9648]",823766,en,The Wonder,"Haunted by her past, a nurse travels from England to a remote Irish village in 1862 to investigate a young girl's supposedly miraculous fast.",3.848,/npBvD1rRQHYGrxuwr2OrzXLso1w.jpg,2022-11-02,The Wonder,False,6.603,845
False,/lyHmhoRj3zXSdeCYbs2oOXLCF4K.jpg,"[16, 12, 10751, 14]",459003,uk,Мавка: Лісова пісня,"Mavka, a Soul of the Forest, faces an impossible choice between love and her duty as Guardian of the Heart of the Forest when she falls for a human, a talented young musician named Lukas.",3.848,/eeJjd9JU2Mdj9d7nWRFLWlrcExi.jpg,2023-03-02,Mavka: The Forest Song,False,7.2,784
False,/5LdpSwb9Yv5BNgzkZihUsIbZj7g.jpg,"[35, 10749]",928202,fr,La Dégustation,"Hortense has a big heart and no one to share it with except her cat, her embittered mom, and a group of homeless people for whom she prepares a gourmet dinner at the local church every week. While buying a nice bottle of wine, Hortense meets Jacques, a fifty-something, grumpy local cellarman. Eager to see him again, she attends a chaotic wine tasting in Jacques’ shop - meeting his best friend who clumsily tries to seduce her, and his new apprentice who turns out to have a rare gift for tasting as well as an unfiltered honesty. As Hortense and Jacques grow closer and closer, their past begins to catch up to them.",3.847,/7a2kxKAqQmnxZCTuqGatYrD3SUD.jpg,2022-08-31,The Tasting,False,6.028,107
False,/7x0K8loq2160nZw5zBitoiUb7Jj.jpg,[18],915931,fr,Revoir Paris,"Three months after surviving a terrorist attack in a bistro, Mia is still traumatized and unable to recall the events of that night. In an effort to move forward, she investigates her memories and retraces her steps.",3.847,/zaNVTXH3woUs1LGUEeMMntDs3oM.jpg,2022-09-07,Revoir Paris,False,7.062,298
False,/67kTU8DU5YZYrBybH4gppqptZK9.jpg,"[27, 9648]",913290,en,Barbarian,"In town for a job interview, a young woman arrives at her Airbnb late at night only to find that it has been mistakenly double-booked and a strange man is already staying there. Against her better judgement, she decides to stay the night anyway.",3.847,/idT5mnqPcJgSkvpDX7pJffBzdVH.jpg,2022-09-08,Barbarian,False,6.824,2602
False,/xp6ZNacNFf9GmJe648fUqfbdyph.jpg,"[53, 18]",852427,fr,Kompromat,"Mathieu, a member of the French institute in Irkutsk, is arrested overnight by the Russian authorities.  Imprisoned and accused of sexual abuse on his own daughter, he realises he is a victim of a Kompromat. With the help of the FSB, someone has built up a case to frame him. Isolated, he has no one to turn to. Proving his innocence is impossible: the only solution is to escape.",3.847,/6OimOLolZ94sy0KVmimRxqfxy8.jpg,2022-09-07,Kompromat,False,6.369,251
False,/ua2okkqMEQDtqgmninAGF2tHXZA.jpg,[35],745608,fr,Irréductible,"Vincent, a civil servant, has always enjoyed the benefits of his family's status. When the government votes on a massive savings plan, Vincent is pushed out. When he is transferred to the North Pole, he meets Eva and finds love. It's time for him to choose.",3.846,/9JuykPCoy4JJsmoGac7CB19xWow.jpg,2022-06-29,Employee of the Month,False,5.964,250
False,/7IW5xt241RUAufYiFBoAPx5n52V.jpg,"[35, 18, 10402]",936074,fr,Ténor,"While working part-time as a food deliveryman, Antoine, an aspiring young rapper from the suburbs of Paris, meets Mrs. Loiseau, an eminent teacher at the Paris Opéra. Stunned by the young man's raw talent, she introduces him to the world of opera. As Antoine becomes one of Mrs. Loiseau's students, he hides his new dream from his friends and family, fearing that they won’t understand – this double life burdens him... Somewhere in between the gilded and uptight Parisian upper-class, and the harsh yet free-spirited and familiar suburbs he grew up in, Antoine will have to find his own voice.",3.845,/14195Sv9rUHXJAuWbjFDtRQMUCf.jpg,2022-05-04,Tenor,False,7.113,291
False,/10jSAS2BMD8mu94Hj7MbO1ti3ZN.jpg,"[18, 35, 53]",930564,en,Saltburn,"Struggling to find his place at Oxford University, student Oliver Quick finds himself drawn into the world of the charming and aristocratic Felix Catton, who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",3.845,/zGTfMwG112BC66mpaveVxoWPOaB.jpg,2023-11-16,Saltburn,False,7.0,2452
False,/el8IsSzuHcwQeDgsCoEdTPgKxQ0.jpg,[18],857655,en,The Beautiful Game,A group of advocates to end homelessness organize an annual tournament for homeless people to compete in a series of football matches known as The Homeless World Cup.,3.845,/3Laz0p3Qg47vI2XIalpL2SlNUDI.jpg,2024-03-22,The Beautiful Game,False,6.4,159
False,/2XCmJWRZIQtHzikNsW29l9oy5Fb.jpg,"[53, 27]",804616,en,Something in the Water,"After lesbian couple Meg and Kayla split following a traumatic homophobic incident, their three friends are intent on mending the rift during the wedding of Lizzie at a paradise resort. But a pre-wedding boat excursion turns to disaster and the wedding breakfast is likely to be the five girls!",3.845,/1iWGGxHEwswZGvPSoMZlLFf0PNq.jpg,2024-03-22,Something in the Water,False,5.799,241
False,/hGr0FrLI74vqpBWTBOPloDBwOAK.jpg,"[18, 35]",705861,en,Hustle,"After discovering a once-in-a-lifetime player with a rocky past abroad, a down on his luck basketball scout takes it upon himself to bring the phenom to the States without his team's approval. Against the odds, they have one final shot to prove they have what it takes to make it in the NBA.",3.845,/xWic7kPq13oRxYjbGLApXCnc7pz.jpg,2022-06-03,Hustle,False,7.745,2579
False,/4VRvPpCVGL81h144wvswn0ivTmM.jpg,[35],1037113,en,Snack Shack,"Inseparable best friends AJ and Moose decide to run the local pool's snack shack after their plan to sell home-brewed beer goes down the drain. Things take a turn when they meet Brooke, an effortlessly cool lifeguard who puts their big plans, and friendship, at risk.",3.844,/wCXd5tpUSc12LVPd2oN9OKU1EVQ.jpg,2024-03-15,Snack Shack,False,7.197,155
False,/sKBB1Fh9YMiLMsUUCPvdcbpVTfo.jpg,[18],960206,da,Vanskabte land,"In the late 19th century, a young Danish priest travels to a remote part of Iceland to build a church and photograph its people. But the deeper he goes into the unforgiving landscape, the more he strays from his purpose, the mission and morality.",3.844,/s0cWPhzpKJ4kspaleMcOduHBFBw.jpg,2022-12-01,Godland,False,6.941,162
False,/jwtsNew0oMC11Nns3QrFzKKAONc.jpg,"[28, 80, 53, 12]",619803,ko,범죄도시 2,"The 'Beast Cop' Ma Seok-do heads to a foreign country to extradite a suspect, but soon after his arrival, he discovers additional murder cases and hears about a vicious killer who has been committing crimes against tourists for several years.",3.844,/aTogcymFfYXYb2sx950ntIpgOJe.jpg,2022-05-18,The Roundup,False,7.231,337
False,/6agVGhU6mGJwnFfISmAQQwB9LcU.jpg,[35],87567,en,The Big Wedding,"To the amusement of their adult children and friends, long-divorced couple Don and Ellie Griffin are forced to play the happy couple for the sake of their adopted son's wedding after his ultra conservative Catholic biological mother unexpectedly decides to fly halfway across the world to attend. With all of the wedding guests looking on, the Griffins are hilariously forced to confront their past, present and future - and hopefully avoid killing each other in the process.",3.844,/ooSGwWVJRp81ErEH7VmTmVwjoMc.jpg,2013-04-25,The Big Wedding,False,5.856,1172
False,/lodSXhbaq0L5aFpyqCHniD289hz.jpg,"[10402, 35]",1445293,es,Balada Para Un Loco,"Astor leads a normal life with his girlfriend and his job as a publicist, but everything changes when, for no apparent reason, he wakes up unable to stop dancing and singing.",3.843,/ooa4lCDKfHKcwh0f7SlxOoD8M1Y.jpg,2025-03-09,Balada Para Un Loco,False,10.0,1
False,/yeXCUUSaAZFH4Zyd4Spgq4nl1xr.jpg,"[16, 10749, 10402]",1027014,en,Entergalactic,Ambitious artist Jabari attempts to balance success and love when he moves into his dream Manhattan apartment and falls for his next-door neighbor.,3.843,/oMU3JpuKuasjAWIbUQgCaT6pco1.jpg,2022-09-28,Entergalactic,False,7.641,386
False,/doZEE6CiLM8Q1hu4Hqoxr4Pf2JA.jpg,[18],901563,fr,Close,"Thirteen-year-olds Léo and Rémi have always been close, but they drift apart after the intimacy of their relationship is questioned by schoolmates.",3.843,/hjoSRso1ZslGWHowrVtBIfNT56b.jpg,2022-11-01,Close,False,7.8,831
False,/jDS3EO7SQnh9F6v6cKyXjvbmtQl.jpg,"[80, 53, 28, 18]",671039,fr,Bronx,"Caught in the crosshairs of police corruption and Marseille’s warring gangs, a loyal cop must protect his squad by taking matters into his own hands.",3.843,/9HT9982bzgN5on1sLRmc1GMn6ZC.jpg,2020-10-30,Rogue City,False,5.882,592
False,/jsoz1HlxczSuTx0mDl2h0lxy36l.jpg,"[14, 28, 35]",616037,en,Thor: Love and Thunder,"After his retirement is interrupted by Gorr the God Butcher, a galactic killer who seeks the extinction of the gods, Thor Odinson enlists the help of King Valkyrie, Korg, and ex-girlfriend Jane Foster, who now wields Mjolnir as the Mighty Thor. Together they embark upon a harrowing cosmic adventure to uncover the mystery of the God Butcher’s vengeance and stop him before it’s too late.",3.843,/pIkRyD18kl4FhoCNQuWxWu5cBLM.jpg,2022-07-06,Thor: Love and Thunder,False,6.421,7789
False,/gJESrIalQkXe7bh9ckyQvgCSlhq.jpg,"[16, 12, 10751, 14, 35]",560052,en,My Father's Dragon,"Struggling to cope after a move to the city with his mother, Elmer runs away in search of Wild Island and a young dragon who waits to be rescued. Elmer’s adventures introduce him to ferocious beasts, a mysterious island and the friendship of a lifetime.",3.843,/6hgEe1w0An5fKi3ZqIUBwOyIN2y.jpg,2022-11-04,My Father's Dragon,False,7.1,104
False,/y6Zh9ICQDjfwI4kChGzDmq9Ku7p.jpg,"[18, 878, 53]",477489,fr,Dans la brume,"When a deadly mist engulfs Paris, people find refuge in the upper floors of the buildings. With no information, no electricity and hardly any supplies, Mathieu, Anna and their daughter Sarah try to survive the disaster.",3.843,/hjePJQDv7GitTrEU67TANuhbytv.jpg,2018-04-04,Just a Breath Away,False,6.326,811
False,/ovggmAOu1IbPGTQE8lg4lBasNC7.jpg,"[14, 878, 12]",412656,en,Chaos Walking,"Two unlikely companions embark on a perilous adventure through the badlands of an unexplored planet as they try to escape a dangerous and disorienting reality, where all inner thoughts are seen and heard by everyone.",3.843,/xAYGdGBGptNkisXRpmhZSry6SPF.jpg,2021-02-24,Chaos Walking,False,6.6,2335
False,,"[18, 35]",1446873,fa,یک جای قشنگ,Two Buddies want to kill themselves...,3.842,/kmutGzlCPZvJUloQhoT0m6oJ3F4.jpg,2025-03-11,A Nice Place,False,0.0,0
False,,[16],1446819,en,LE TEMPS D'UN SOUFFLE,"An inanimate body is touched by light, triggering an awakening, a sudden surge of life, fueled by a fantastical photosynthesis, lasting only for the span of a breath.",3.842,/oc7eB0WYnrKw3lz2KdSAectSPoz.jpg,2025-03-11,LE TEMPS D'UN SOUFFLE,False,0.0,0
False,,"[27, 35]",1446808,en,Horseplay,A man on a horse enters an ice-cream store.,3.842,/kOHbMGOhTkgNowUFJPM7a3gM1qr.jpg,2025-03-10,Horseplay,False,0.0,0
False,,[],1446791,en,火,On the subject of Japan,3.842,/bGlHTkqrVe4EBb0okfAC7XfVSPV.jpg,2025-03-14,Fire,False,0.0,0
False,,[],1446764,en,Untitled.2025.1080p.x264.AAC5.1-WORLD.mp4,Laugh. Dance. Eat. Pray.,3.842,/uvOlzTkbV4f5VhJ82MlsE4MOr9H.jpg,2025-03-11,Untitled.2025.1080p.x264.AAC5.1-WORLD.mp4,False,0.0,0
False,/emtOyKxm74umBmro3e26VRzWwgE.jpg,[18],1446753,en,To Love a Narcissist,Trust is weaponised in this obsessive love story that blurs the line between love and deceit.,3.842,/aPFeLByzqyWrywJDfZ17igaoN7K.jpg,2025-03-16,To Love a Narcissist,False,0.0,0
False,/dsfFeMgR5zWDu2U1MzrgbotzvtJ.jpg,"[14, 53, 9648]",1446735,pt,As Vítimas de Codorna e Kostelinha,,3.842,/dpNQkXNiMhtb8y6ryrGNjnZqfna.jpg,2025-03-11,As Vítimas de Codorna e Kostelinha,False,0.0,0
False,/9Lr47WXD0ZcbOPmXcpHykPnl4Yl.jpg,[99],1446706,en,Apollo 1,"At the height of the space race, three U.S. astronauts are tapped as the first Apollo crew. With dazzling archival footage and exceptional access, this riveting documentary explores the tragic events that followed, shaking NASA to the core.",3.842,/7TpDCxLc6hqgvSdNNwpFBz0ySxp.jpg,2025-03-15,Apollo 1,False,0.0,0
False,/s83SlJeKEhFAUZPFEuXn0iclKHf.jpg,"[27, 35, 18]",1446658,id,Kalau Gw Takut Film Ini Kelar,"Ardi, a 21-year-old cinephile who prides himself on being immune to Indonesian horror films. Introduced by Kitti, an ambitious film producer, and Rossi, a creative director working on a new project, Ardi expresses his disdain for local horror films, which he believes are of poor quality and rely too much on cheap jump scares.  Through interviews and interactions with his friends, including humorous moments shared while watching horror films together, Ardi's arrogance and skepticism toward the genre are evident. His friends challenge him to watch clips from some of the most terrifying horror films, hoping to make him experience fear. However, Ardi remains unimpressed by each clip shown, continuing to mock the genre's ability to frighten him.  As the film progresses, Ardi's journey becomes not just a challenge of fear but a humorous exploration of his own biases and the nature of horror in contemporary Indonesian cinema.",3.842,/3W6huylLX7sgLqr13Vfk3wA5l8t.jpg,2025-03-11,If I'm Afraid This Movie Is Finished,False,0.0,0
False,,[],1446617,nl,Vlam,"The temporarily displaced teenager Olivia wants nothing more than to return to her mother Selma. In crisis center Girla, she discovers just how suffocating their symbiotic bond truly is.",3.842,,2025-03-18,Vlam,False,0.0,0
False,/fLn0CPykCoZ80JhE66UcY1ewOW3.jpg,[53],1446609,am,Engidu,Afilm By Saddam Negeso,3.842,/pFgVpPZVLXEV6vrfAHsStRLAiOJ.jpg,2025-03-14,Engidu,False,0.0,0
False,/eIwbTVOKe6uBlNXuU299ou934Tl.jpg,[99],1446603,en,Michael Sheen's Secret Million Pound Giveaway,"In an audacious campaign to demand better borrowing, Michael Sheen buys £1m of debt from hundreds of people in Wales, and then he writes it all off",3.842,/fiGwnqo3w5KoFoaEs4rWcMUs7B.jpg,2025-03-10,Michael Sheen's Secret Million Pound Giveaway,False,6.5,2
False,/e0GnzrzuD8HaGlstHWIjjVzxvZI.jpg,[18],1446599,bg,Татко,,3.842,/kWiJoOgICxuLvRanrFcl4TMuEPn.jpg,2025-03-14,Татко,False,0.0,0
False,/nvAtJn6FZtG3OpjHqLatqJHvxEo.jpg,[27],1446590,it,Un posto sicuro,,3.842,/stxfGy06KJlVsC6q7pgBK5PyWM2.jpg,2025-03-13,Un posto sicuro,False,0.0,0
False,/2hjF9SctyY69F3HWnNn2yIykaOq.jpg,[18],1446576,bg,"Това, което остава",,3.842,/b6bMjcQ8tugWdOHZhAdPwpWAmV8.jpg,2025-03-14,"Това, което остава",False,0.0,0
False,/gFh2kQIKdpUd7fdzRXgTSLvEbgl.jpg,[10749],1446532,id,Benang Dalam Awan,"Ezra (M19) and Awan (F19) are two melancholic teenagers who one day meet by chance in the Library. In their meeting, they both feel they have the same memories and speculations. In the memories and speculations created between the two of them, they are lost in feelings of love in their minds. Those thoughts make them feel the complexity of love that they have never felt before.",3.842,/dIw48jjlvK3Agl6d8WlqlRJHOUF.jpg,2025-03-14,Intertwined,False,0.0,0
False,/t8sYZco9XSY3C6kKpNAY15wzeOF.jpg,[35],1446528,en,When You Let Your Homie Borrow Your Car,"This one means a lot to me. This film not only marks the break of a long hiatus from YouTube/filmmaking for me, but it is also the first film I have produced independently. I wrote the script a few weeks ago and began shooting shortly after.  I'd like to give a HUGE thank you to everyone who left their touch on this film. I would not have been able to make this without the support and commitment from you, and I especially would not have been able to make this at this level of quality without you. Thank you.  Thank you for watching! Check out my other content on Instagram and TikTok!  #shortfilm #film #comedy #studentfilm #studentfilmmaker #filmmaker #filmmaking",3.842,/9LLfltkada1IDBJHHb5WJDs5WAc.jpg,2025-03-10,When You Let Your Homie Borrow Your Car,False,0.0,0
False,/sOVsk1wldXmuj0B4dE5URG2dGFQ.jpg,[99],1446501,da,Pludselig Stod Verden Stille,,3.842,/jc4ISSDNHfqLK49tUjQOmngMsc.jpg,2025-03-11,Pludselig Stod Verden Stille,False,10.0,1
False,,"[10749, 18]",1446480,es,Romance,The absence of a lover with no memorable identity provokes a search throughout the city of Mar del Plata.,3.842,/k4HfTMmXC5YnamOo6mxNM7dhfet.jpg,2025-03-12,Romance,False,0.0,0
False,,"[27, 35]",1446474,en,Revenge of the Boogeyman,"A group of friends take their recently sober friend, to the remote Hills to help him stay clean. But when eerie events unfold and people start disappearing, they must question whether it's the Boogeyman or their own unraveling minds.",3.842,/iaVB8qMSRSygFQ9AmZh1M3RfU9.jpg,2025-03-18,Revenge of the Boogeyman,False,5.0,1
False,,[],1446467,tl,Sino Nagaeog-Gaeog sa Eugan Eugan?,"Seven-year-old Ding's dream of being a flight attendant shifts when he bonds with 'Bao,' a carabao.",3.842,/5o6lptRODiM3pPxWrjjiBa1erxE.jpg,2025-03-10,Sino Nagaeog-Gaeog sa Eugan Eugan?,False,0.0,0
False,,[],1446463,tl,What's Up? (Ga Ano Kamo?),A surreal journey of a man exploring a bustling community as he attempts to fit in with his innocence.,3.842,/nCrsTJrZ7eVwqOumrjaCHrFGPVW.jpg,2025-03-10,What's Up? (Ga Ano Kamo?),False,0.0,0
False,,[],1446461,tl,"Walo Walo: Walo ka Adlaw nga Kanay, Walo ka Adlaw nga Labugay","When the sea has gone mad for 8 relentless days, would you risk leaving your young family, hoping the promised 8 days of calm will follow? A young family battles the brutal Walo-walo season—will they endure the storm or be consumed by it?",3.842,/lWLlXqGPqruFLB46e7LXeoUhheF.jpg,2025-03-10,"Walo Walo: Walo ka Adlaw nga Kanay, Walo ka Adlaw nga Labugay",False,0.0,0
False,,[],1446459,tl,Si Sir kag ang Gamay nga Bata,"Two mystical beings coexist with the people of Brgy. Fabrica, silently witnessing their daily lives—the good, the bad, and the absurdity in between.",3.842,/pYf1rvNYBxdfejQ4L1RJ2vqLt3.jpg,2025-03-10,Si Sir kag ang Gamay nga Bata,False,0.0,0
False,/d4fHMP6vQnzgByijDKnFkFdWlsl.jpg,[],1446457,tl,Pagpanginyawat,"Dante, a determined student, longs to attend school daily, but his dreams are stifled by his overbearing mother and the relentless struggle of poverty, forcing him to choose between education and survival.",3.842,/mZZFnIqZFyLJSPvDm9BBcv3HRGa.jpg,2025-03-10,Pagpanginyawat,False,0.0,0
False,/7kNwPpZGzzw7LWnVP5uP2lNLoHn.jpg,[18],1446455,tl,Mga Hutik kag Tinago,"In a small village, a young man and his friend set out to uncover the truth behind a family accused of being 'aswang,' only to discover the deeper, more mysterious tradition that binds them to the land, and the shocking secret that has been whispered for generations.",3.842,/hcQ1fisuCwadCnpnFKOMHjNpXFH.jpg,2025-03-10,Mga Hutik kag Tinago,False,0.0,0
False,/bu6kKnVGSQTYaXaCob97wnB7q40.jpg,[18],1446454,tl,MACAMILCO: Isa ka Balinghoy ang Kalibutan,"In a world shaped by hardship and resilience, Antonio clings to a simple yet unbreakable hope: that his family’s love and humble labor will help them survive a merciless cycle of poverty and oppression. But as unrest sweeps through their factory, Antonio’s life takes a drastic turn, revealing a hard choice between loyalty and survival.",3.842,/3MESF13ZIf3vy22SkBBcKEIE88A.jpg,2025-03-10,MACAMILCO: Isa ka Balinghoy ang Kalibutan,False,0.0,0
False,/bu6kKnVGSQTYaXaCob97wnB7q40.jpg,[18],1446452,tl,Kabay Pa,"In a village where silence speaks volumes and the dead are never truly gone, a stranger's arrival sets in motion a ritual that will change everything.",3.842,/x3KNv79Wp2Igwl6XajVgUV1KNgS.jpg,2025-03-10,Kabay Pa,False,0.0,0
False,/hFWt4rWO62p1itr8JRYCsOAKsvX.jpg,"[28, 27]",1446450,tl,Hangaway,"Hangaway follows the harrowing journey of a dedicated bantay bukid, a loving husband whose life unravels after being scarred by a traumatic experience. Unable to escape the haunting memory, he turns to a powerful, hallucinogenic plant for relief, but soon finds himself trapped in a maddening spiral between reality and illusion, fighting to hold on to the man he once was.",3.842,/A36NESbIiJCY49YVgkEdS3zvq9C.jpg,2025-03-10,The Warrior,False,0.0,0
